name	tutorial1	tutorial2
chr12_26831754_26832755	2	2
chr12_26832968_26833523	8	2
chr12_26884602_26885753	4	2
chr12_26938078_26939341	3	2
chr12_26953429_26953933	8	2
chr12_26997457_26997997	6	2
chr12_27009862_27010427	3	2
chr12_27180787_27181312	6	2
chr12_27234639_27235350	2	2
chr12_27238116_27238759	3	4
chr12_27330974_27331847	2	2
chr12_27460563_27461212	4	2
chr12_27461826_27462530	4	2
chr12_27525210_27525845	2	2
chr12_27780039_27780663	6	2
chr12_27846687_27847525	2	2
chr12_28190138_28191210	15	2
chr12_28217776_28218631	2	2
chr12_28376006_28376979	2	2
chr12_28583919_28584469	2	2
chr12_28623670_28624226	2	2
chr12_29006260_29007177	2	2
chr12_29147960_29149259	4	2
chr12_29164700_29165239	8	4
chr12_29208008_29208580	6	2
chr12_29223319_29223852	4	2
chr12_29241945_29242461	6	4
chr12_29254625_29255554	6	1
chr12_29421875_29422497	1	2
chr12_29492565_29493401	2	2
chr12_29687635_29688153	2	2
chr12_29700993_29701745	2	2
chr12_29743857_29744841	5	2
chr12_29783064_29783841	3	1
chr12_29783867_29785005	2	2
chr12_29866583_29867887	2	2
chr12_29872761_29873550	2	2
chr12_29908346_29909299	2	2
chr12_30378408_30379108	2	2
chr12_30695715_30696609	2	2
chr12_30731223_30731819	2	2
chr12_30754784_30755368	18	2
chr12_30794701_30795469	5	2
chr12_30822225_30822997	4	3
chr12_30851016_30851866	1	2
chr12_30998032_30999252	1	1
chr12_31037049_31037665	2	2
chr12_31073338_31074185	8	2
chr12_31477585_31478310	3	2
chr12_31687060_31687578	2	2
chr12_31728738_31729381	10	6
chr12_31733632_31734138	3	2
chr12_31762876_31763527	2	2
chr12_31906273_31907039	2	2
chr12_32051435_32052111	4	2
chr12_32139770_32140292	2	2
chr12_32217475_32218054	6	2
chr12_32475659_32476195	4	2
chr12_32522541_32523088	4	1
chr12_32587373_32588054	2	2
chr12_32600601_32601146	2	2
chr12_32622630_32623292	2	2
chr12_32678649_32679696	19	12
chr12_32996482_32997116	2	2
chr12_33548648_33549305	2	1
chr12_33647563_33648368	2	2
chr12_34021945_34022528	6	2
chr12_34108811_34109478	2	2
chr12_34666838_34667611	2	2
chr12_37802974_37803600	1	2
chr12_37964796_37965462	2	1
chr12_38007379_38008070	2	2
chr12_38082120_38082701	2	2
chr12_38258748_38260086	2	2
chr12_38281425_38282087	2	2
chr12_38387384_38388399	1	1
chr12_38472514_38473905	2	2
chr12_38587529_38588110	14	2
chr12_38892806_38893518	2	2
chr12_38905186_38908206	2	2
chr12_39442117_39443731	5	2
chr12_39507209_39508203	2	2
chr12_39638166_39638709	2	2
chr12_40105268_40105832	7	2
chr12_40105863_40106401	2	2
chr12_40143953_40144469	4	2
chr12_40149592_40150162	2	2
chr12_40216847_40217357	5	4
chr12_40224665_40225227	5	3
chr12_40524992_40525732	2	2
chr12_41034216_41035085	2	2
chr12_41604613_41605253	3	2
chr12_41755389_41755898	2	2
chr12_41783621_41784203	2	2
chr12_41834822_41835856	7	2
chr12_42097873_42098467	8	2
chr12_42130559_42131129	2	3
chr12_42144021_42145041	8	6
chr12_42186742_42187475	2	2
chr12_42237961_42238591	8	4
chr12_42526440_42527322	2	1
chr12_42682541_42683188	2	2
chr12_43210298_43210854	2	2
chr12_43451229_43452554	2	2
chr12_43462830_43463695	3	2
chr12_43805637_43806224	2	3
chr12_43807378_43807889	4	2
chr12_43829501_43830423	2	2
chr12_43832426_43832941	2	5
chr12_43835816_43836529	4	3
chr12_43842679_43843608	2	2
chr12_44002551_44003096	4	2
chr12_45038900_45039469	2	2
chr12_45077485_45078270	1	1
chr12_45184493_45185013	2	4
chr12_45192285_45192845	5	6
chr12_45215276_45215808	6	2
chr12_45216492_45217036	5	2
chr12_45257198_45257734	6	2
chr12_45278059_45278817	2	2
chr12_45725656_45726335	4	1
chr12_45727332_45727911	14	4
chr12_45728752_45729452	5	6
chr12_45990489_45991005	10	6
chr12_45991727_45992853	1	2
chr12_46072067_46072672	8	2
chr12_46215770_46216749	2	2
chr12_46220655_46221258	3	2
chr12_46371242_46372612	5	2
chr12_46382099_46383081	1	1
chr12_46383109_46384324	10	4
chr12_46449874_46450587	2	2
chr12_46473517_46474032	2	4
chr12_46486463_46487072	4	2
chr12_46664765_46665396	12	3
chr12_46714707_46715259	2	2
chr12_46881433_46882286	2	2
chr12_46922032_46922965	2	2
chr12_47038237_47038812	4	4
chr12_47085728_47086229	2	2
chr12_47156129_47156773	2	2
chr12_47188741_47189304	2	2
chr12_47213706_47214296	2	2
chr12_47216213_47216746	2	2
chr12_47277984_47278514	4	2
chr12_47423987_47424969	2	2
chr12_47591670_47592351	2	2
chr12_47652362_47652975	2	2
chr12_47705733_47706384	4	2
chr12_47709745_47710305	2	2
chr12_47725840_47726818	2	2
chr12_47732946_47733881	2	2
chr12_47743478_47743995	2	2
chr12_47776669_47777189	2	2
chr12_47799192_47800119	1	2
chr12_47820245_47820877	2	2
chr12_47869895_47870731	3	2
chr12_47871661_47872193	4	4
chr12_47881760_47882344	6	3
chr12_47900361_47901607	4	4
chr12_47903805_47905150	8	2
chr12_47963260_47963794	2	2
chr12_48157176_48157753	4	4
chr12_48198056_48198598	4	2
chr12_48350507_48351573	1	2
chr12_48495507_48496329	2	2
chr12_48603033_48603550	2	2
chr12_48681963_48682579	12	4
chr12_48716688_48717359	18	2
chr12_48814531_48815038	2	4
chr12_48822135_48822699	2	2
chr12_48851631_48852557	10	2
chr12_48938681_48939227	2	2
chr12_48954835_48955443	2	2
chr12_48967816_48968562	2	2
chr12_48980554_48981429	1	2
chr12_49018510_49019056	8	4
chr12_49055915_49056492	2	3
chr12_49069763_49070288	4	2
chr12_49110647_49111157	12	2
chr12_49131021_49131679	9	4
chr12_49186783_49187642	2	2
chr12_49233496_49234192	9	2
chr12_49264242_49265315	10	2
chr12_49270937_49271845	2	2
chr12_49305805_49306768	2	1
chr12_49322839_49323412	6	2
chr12_49410335_49411266	2	2
chr12_49623081_49623613	4	2
chr12_49683456_49684075	2	2
chr12_49698900_49699467	6	2
chr12_49741100_49741806	8	4
chr12_49825281_49825802	2	2
chr12_49925722_49926362	2	2
chr12_49968507_49969171	2	1
chr12_49990205_49990771	2	2
chr12_50084839_50085433	4	2
chr12_50111624_50112254	22	4
chr12_50166748_50167820	4	2
chr12_50246629_50247650	3	4
chr12_50571976_50572684	6	2
chr12_50617417_50618099	2	2
chr12_50763290_50764198	2	2
chr12_50774135_50774688	6	2
chr12_50934298_50934862	2	2
chr12_51024489_51025032	2	3
chr12_51025526_51026648	8	1
chr12_51172992_51174033	2	2
chr12_51217808_51218415	2	1
chr12_51291413_51292183	4	2
chr12_51394039_51394588	12	4
chr12_51403787_51404319	6	3
chr12_51813983_51814883	2	2
chr12_51820903_51821490	4	2
chr12_51827779_51828330	2	2
chr12_51870023_51870575	4	2
chr12_51885788_51886366	2	2
chr12_52032863_52033365	6	4
chr12_52045441_52046734	2	2
chr12_52069473_52070060	7	2
chr12_52151682_52152438	2	1
chr12_52244007_52244517	4	4
chr12_52271084_52271614	2	2
chr12_52469231_52470172	2	2
chr12_52531547_52532075	4	2
chr12_52573284_52574004	2	2
chr12_52731405_52732288	2	1
chr12_52768595_52769540	4	2
chr12_52835857_52836434	4	2
chr12_52907846_52908565	2	1
chr12_52999784_53000636	2	2
chr12_53079133_53079861	10	2
chr12_53204329_53204844	2	2
chr12_53219426_53219934	6	2
chr12_53220255_53221062	9	2
chr12_53251662_53252346	4	2
chr12_53294945_53295478	1	2
chr12_53297851_53298756	2	2
chr12_53321150_53321687	4	2
chr12_53335837_53336425	4	2
chr12_53364845_53365578	2	2
chr12_53365794_53366373	2	2
chr12_53371060_53371668	11	4
chr12_53379287_53380315	22	4
chr12_53380426_53380990	10	6
chr12_53415694_53416207	2	1
chr12_53500723_53501237	12	2
chr12_53625860_53626448	6	3
chr12_53727340_53728013	11	6
chr12_53783796_53784794	2	2
chr12_54214495_54215077	2	2
chr12_54280255_54280783	12	2
chr12_54324770_54325325	8	4
chr12_54336029_54336896	2	2
chr12_54382935_54383512	6	6
chr12_54411351_54411910	20	4
chr12_54497421_54497971	12	4
chr12_54560157_54560879	4	4
chr12_54741429_54742246	2	1
chr12_54882071_54882606	4	2
chr12_55207453_55208194	2	2
chr12_55414343_55414855	2	2
chr12_55503672_55504268	2	2
chr12_55510385_55510961	2	2
chr12_55619543_55620140	4	4
chr12_55646103_55646716	2	4
chr12_55650634_55651168	6	4
chr12_55720806_55721366	4	2
chr12_55728887_55729397	10	2
chr12_55810788_55811783	2	2
chr12_55817508_55818274	18	4
chr12_55829406_55829907	6	4
chr12_55837586_55838541	2	2
chr12_55845318_55845849	2	2
chr12_55847715_55848505	10	2
chr12_55973545_55974075	19	4
chr12_56041453_56042339	4	1
chr12_56104108_56104953	7	2
chr12_56117935_56118555	6	2
chr12_56125985_56126570	6	2
chr12_56127765_56128369	6	2
chr12_56129082_56130051	4	2
chr12_56221645_56222245	10	2
chr12_56224007_56224650	6	2
chr12_56300221_56300816	4	3
chr12_56315715_56316750	7	2
chr12_56333810_56334392	10	5
chr12_56359985_56360587	16	2
chr12_56645847_56646515	14	6
chr12_56725113_56725670	8	2
chr12_56785930_56786788	2	2
chr12_56896679_56897272	2	2
chr12_57078707_57079824	8	1
chr12_57198756_57199468	2	2
chr12_57452814_57453332	2	2
chr12_57459017_57459526	2	4
chr12_57478086_57478774	6	2
chr12_57520144_57520888	8	4
chr12_57583199_57583747	4	2
chr12_57623599_57624156	2	2
chr12_57693728_57694305	20	6
chr12_57744392_57745043	10	2
chr12_57752181_57752867	4	2
chr12_57782382_57782888	1	2
chr12_57797220_57798258	1	1
chr12_57831161_57831753	2	2
chr12_57864891_57865740	4	2
chr12_57935916_57936464	6	2
chr12_57940890_57941669	2	2
chr12_58226326_58226954	2	2
chr12_58241079_58241840	2	2
chr12_58587203_58587910	2	2
chr12_59078044_59078618	2	2
chr12_59473629_59474221	4	2
chr12_59595619_59596685	1	2
chr12_59620125_59620678	4	2
chr12_59660349_59660853	2	1
chr12_60067578_60068242	2	2
chr12_60077906_60078670	1	2
chr12_60275007_60275700	2	2
chr12_60876962_60877898	2	2
chr12_60965064_60965896	2	2
chr12_61248974_61249702	2	2
chr12_61915346_61915891	6	2
chr12_61919557_61920135	4	2
chr12_62192580_62193124	4	2
chr12_62259971_62260504	4	2
chr12_62291698_62292286	4	2
chr12_62296880_62297683	4	1
chr12_62466493_62467072	8	2
chr12_62516875_62517385	8	2
chr12_62603166_62603675	6	4
chr12_62702040_62702984	2	4
chr12_62744515_62745065	2	3
chr12_62841713_62842431	4	2
chr12_62935923_62936671	2	2
chr12_63037311_63038021	2	2
chr12_63151934_63152514	6	2
chr12_63163306_63163872	2	4
chr12_63410185_63410746	12	1
chr12_63779562_63780154	6	6
chr12_63843562_63844247	3	4
chr12_63893859_63894576	2	2
chr12_63917822_63918408	6	2
chr12_64034827_64035389	2	2
chr12_64071459_64071988	2	2
chr12_64089921_64090473	2	2
chr12_64186756_64187296	2	4
chr12_64222063_64222807	6	3
chr12_64404068_64405318	1	3
chr12_64609834_64610710	5	1
chr12_64621144_64621646	3	2
chr12_64680914_64681544	1	2
chr12_64796158_64796661	4	4
chr12_65169349_65169906	6	2
chr12_65446686_65447676	1	2
chr12_65454354_65454983	2	2
chr12_65496604_65497118	2	2
chr12_65566048_65566731	4	4
chr12_65881777_65882545	1	2
chr12_65997755_65998725	2	2
chr12_66003751_66004323	2	2
chr12_66055845_66056384	2	2
chr12_66130275_66131018	4	1
chr12_66144746_66145526	3	2
chr12_66158575_66159645	2	2
chr12_66169290_66169881	5	2
chr12_66188827_66189576	5	2
chr12_66190999_66191525	3	2
chr12_66239962_66240543	2	2
chr12_66268501_66269021	8	2
chr12_66269702_66270226	2	2
chr12_66302143_66302825	4	1
chr12_66334557_66335444	2	2
chr12_66388444_66389085	4	2
chr12_66398766_66399389	2	2
chr12_67068890_67069624	4	1
chr12_67200121_67201421	2	2
chr12_67236774_67237606	2	2
chr12_67268912_67269490	10	9
chr12_67322490_67323011	2	2
chr12_67346823_67347782	1	2
chr12_67452071_67453000	5	2
chr12_67453169_67453783	5	2
chr12_67503917_67504516	2	2
chr12_67648420_67649917	3	2
chr12_67803969_67804487	2	2
chr12_68106012_68106645	2	2
chr12_68236524_68237174	2	2
chr12_68331780_68332625	10	2
chr12_68349870_68350391	2	2
chr12_68373710_68374263	9	2
chr12_68406000_68406593	2	2
chr12_68559977_68560569	4	4
chr12_68686422_68687040	12	4
chr12_68745854_68746428	6	6
chr12_68783773_68784484	2	6
chr12_68859659_68860408	1	2
chr12_68904521_68905084	2	2
chr12_68932778_68933462	6	5
chr12_68964370_68964936	4	2
chr12_68966525_68967063	2	1
chr12_69026175_69026679	6	4
chr12_69102836_69103359	6	4
chr12_69337721_69338439	2	3
chr12_69469986_69470490	7	2
chr12_69506122_69506958	2	2
chr12_69534368_69534932	6	2
chr12_69585121_69585805	8	2
chr12_70052630_70053421	2	2
chr12_70243282_70243880	2	2
chr12_70247705_70248282	4	2
chr12_70250027_70250693	2	2
chr12_70319595_70320115	4	4
chr12_70444131_70445003	2	2
chr12_70486828_70487811	2	2
chr12_70540217_70541147	2	2
chr12_70547082_70547828	2	2
chr12_71112110_71112815	2	2
chr12_71113049_71113735	2	2
chr12_71138586_71139487	4	2
chr12_71278351_71279094	2	2
chr12_71392413_71392993	1	2
chr12_71557256_71557880	2	2
chr12_71558596_71559499	2	2
chr12_71662663_71663593	4	2
chr12_71663941_71664680	20	3
chr12_71754489_71755978	2	1
chr12_72028345_72029332	2	2
chr12_72271745_72272517	4	3
chr12_72317398_72317926	2	2
chr12_72365409_72365919	2	2
chr12_72740616_72741551	1	2
chr12_72747346_72748011	18	5
chr12_73737147_73737686	2	2
chr12_73750000_73750566	2	2
chr12_74343715_74344414	2	2
chr12_74537559_74538133	6	1
chr12_74901696_74902507	2	2
chr12_75117735_75118503	2	2
chr12_75437445_75438023	3	2
chr12_75483353_75483910	4	2
chr12_75511513_75512100	12	8
chr12_75608019_75608938	2	2
chr12_75923914_75924690	1	2
chr12_75944261_75945143	2	4
chr12_75954012_75954566	2	2
chr12_75964056_75964623	6	2
chr12_75974174_75974694	4	2
chr12_75977784_75979005	2	1
chr12_75979139_75979685	3	2
chr12_76024761_76025345	4	4
chr12_76031446_76031979	12	2
chr12_76055310_76055980	2	2
chr12_76084519_76085078	5	2
chr12_76155792_76156389	6	2
chr12_76158635_76159516	2	2
chr12_76172126_76172900	1	2
chr12_76183336_76183865	10	4
chr12_76340515_76341419	2	2
chr12_76348109_76348617	10	2
chr12_76475355_76476206	2	2
chr12_76559588_76560210	11	2
chr12_76588754_76589255	11	2
chr12_76746468_76747337	2	2
chr12_76763910_76764483	10	2
chr12_77065340_77065954	7	2
chr12_77113590_77114140	1	2
chr12_77361968_77362682	4	2
chr12_77409070_77409654	2	2
chr12_77521018_77521809	2	2
chr12_77891893_77892480	2	2
chr12_78033667_78034351	8	2
chr12_78439395_78440261	2	2
chr12_78457785_78458354	5	4
chr12_78561979_78562737	1	2
chr12_79127048_79127715	2	2
chr12_79462393_79463210	2	2
chr12_79934248_79934920	1	2
chr12_79955620_79956225	2	2
chr12_80210049_80210693	2	2
chr12_80254430_80255296	2	2
chr12_80500942_80501861	1	2
chr12_80523268_80524842	2	2
chr12_80637181_80637896	2	2
chr12_80777867_80778769	2	2
chr12_80786817_80787813	2	2
chr12_80931115_80931753	2	1
chr12_80937773_80938395	2	2
chr12_81053930_81055324	2	2
chr12_81136222_81137043	2	2
chr12_81257287_81258094	2	2
chr12_81354960_81355585	2	2
chr12_81406862_81407837	2	2
chr12_81644486_81645001	2	2
chr12_81677540_81678194	2	2
chr12_81942515_81943025	4	2
chr12_82057346_82058620	2	2
chr12_82358169_82358927	12	2
chr12_82463405_82464341	2	2
chr12_82893863_82894386	2	2
chr12_83063376_83063974	2	2
chr12_83157435_83158386	1	2
chr12_83527677_83528387	2	2
chr12_83567110_83567634	2	2
chr12_83617740_83618699	2	2
chr12_84004822_84005673	4	2
chr12_84126756_84127411	2	2
chr12_84186086_84186867	2	2
chr12_84250397_84250993	2	2
chr12_84416439_84417219	2	2
chr12_84492170_84492952	2	2
chr12_84813797_84814732	2	2
chr12_84873781_84874717	2	2
chr12_85020043_85020790	2	2
chr12_85021373_85021943	2	1
chr12_85022569_85023109	2	2
chr12_85305848_85306508	2	2
chr12_85424412_85425238	3	2
chr12_85468592_85469131	2	2
chr12_85581241_85581748	2	2
chr12_85601806_85602507	2	2
chr12_85625882_85626867	2	2
chr12_85632327_85632934	4	4
chr12_85726702_85727358	2	2
chr12_85855015_85855619	2	2
chr12_86166670_86167610	2	2
chr12_86530633_86531204	2	2
chr12_86755024_86755793	4	2
chr12_86810284_86810970	4	2
chr12_86840708_86841229	1	2
chr12_87377413_87378146	4	2
chr12_88035239_88035920	2	6
chr12_88123281_88124019	2	2
chr12_88141808_88142796	3	4
chr12_88644948_88645601	8	2
chr12_88676941_88677800	2	2
chr12_88695403_88696392	2	2
chr12_88715960_88716585	2	2
chr12_89038896_89039405	2	2
chr12_89040014_89041025	4	2
chr12_89067139_89067794	14	1
chr12_89155708_89156294	1	2
chr12_89160515_89161040	5	2
chr12_89161498_89162045	2	2
chr12_89183873_89184592	8	3
chr12_89296490_89297160	1	1
chr12_89346293_89346801	4	6
chr12_89352243_89352885	13	4
chr12_89353392_89355011	4	3
chr12_89389678_89390541	4	2
chr12_89411792_89412541	2	2
chr12_89417609_89418690	6	2
chr12_89423842_89424568	2	2
chr12_89514724_89515301	2	2
chr12_89615646_89616200	2	2
chr12_89706870_89707631	2	2
chr12_89709336_89709886	18	4
chr12_89756415_89757538	4	4
chr12_89789663_89790304	10	2
chr12_89791258_89791786	4	2
chr12_89845277_89845811	2	2
chr12_89863825_89864382	2	4
chr12_90165880_90166427	2	2
chr12_90390806_90391371	6	2
chr12_91021068_91021782	2	2
chr12_91376102_91376725	4	2
chr12_91501310_91502110	2	2
chr12_91616642_91617591	2	2
chr12_91687953_91688934	4	2
chr12_91871626_91872163	12	4
chr12_91877032_91877564	30	4
chr12_91935166_91935758	4	2
chr12_92049303_92049895	4	2
chr12_92077982_92078565	4	2
chr12_92123624_92124669	2	2
chr12_92144733_92146265	14	2
chr12_92300534_92301207	4	2
chr12_92431128_92431657	2	2
chr12_92444680_92445568	8	2
chr12_92462088_92462609	2	2
chr12_92502447_92502952	4	2
chr12_92515591_92516157	2	2
chr12_92590879_92591970	2	2
chr12_92593706_92594429	14	2
chr12_92752147_92752789	2	2
chr12_92926569_92927733	8	6
chr12_92928615_92929198	3	2
chr12_92929288_92929847	16	2
chr12_92970952_92971915	2	2
chr12_93059838_93060686	2	1
chr12_93098051_93098563	2	2
chr12_93184304_93185292	2	2
chr12_93302706_93303330	2	2
chr12_93377500_93378822	3	2
chr12_93441848_93443071	14	2
chr12_93467257_93467781	2	2
chr12_93570056_93570644	10	2
chr12_93677007_93677515	2	2
chr12_93688837_93689778	2	2
chr12_93785141_93786094	4	2
chr12_93847283_93848302	1	4
chr12_93848306_93849116	2	1
chr12_94109055_94109581	2	2
chr12_94122705_94123560	2	2
chr12_94151172_94151716	2	2
chr12_94158037_94158881	2	2
chr12_94172837_94173390	4	4
chr12_94175945_94176579	2	4
chr12_94180469_94181002	8	2
chr12_94207789_94208316	2	2
chr12_94239894_94240579	4	2
chr12_94244626_94245280	2	2
chr12_94245853_94246396	2	2
chr12_94262132_94262819	2	6
chr12_94459660_94460314	8	2
chr12_94490185_94490816	1	2
chr12_94550868_94551599	2	4
chr12_94596648_94597595	1	2
chr12_94675954_94676613	8	2
chr12_94850863_94851668	2	2
chr12_95073239_95073848	4	4
chr12_95104837_95105960	2	2
chr12_95116770_95117572	2	2
chr12_95217407_95218482	21	2
chr12_95473272_95474812	2	2
chr12_95536598_95537676	2	2
chr12_95858417_95859491	2	2
chr12_95942451_95943532	2	1
chr12_96037337_96037929	7	4
chr12_96047596_96048299	4	2
chr12_96083025_96083619	2	2
chr12_96108305_96108806	2	2
chr12_96120369_96121244	8	1
chr12_96136600_96137211	12	4
chr12_96146668_96147179	2	2
chr12_96176870_96177543	8	4
chr12_96187923_96188847	2	2
chr12_96257506_96258341	2	2
chr12_96350943_96351537	4	4
chr12_96354972_96355770	2	2
chr12_96399125_96400083	11	2
chr12_96401126_96401651	8	2
chr12_96407462_96408023	6	2
chr12_96859023_96859526	2	2
chr12_96859913_96860439	2	1
chr12_96906872_96907421	6	2
chr12_97225256_97225857	1	2
chr12_97306083_97307025	4	2
chr12_97308254_97309044	2	1
chr12_97628271_97628981	2	1
chr12_97634478_97635354	2	2
chr12_97734966_97735950	2	2
chr12_97986587_97987168	2	2
chr12_98014913_98015594	2	1
chr12_98049331_98050013	2	2
chr12_98099643_98100545	2	1
chr12_98356691_98357492	2	2
chr12_98403990_98404497	2	1
chr12_98440062_98440576	12	2
chr12_98503338_98504237	11	4
chr12_98515120_98515670	10	2
chr12_98618932_98619871	6	2
chr12_98644688_98645411	10	6
chr12_98745499_98746252	3	2
chr12_98788238_98788921	2	2
chr12_99618335_99618885	2	2
chr12_99746464_99746994	2	2
chr12_99818627_99819376	2	2
chr12_99860040_99860870	2	2
chr12_100012123_100012931	2	2
chr12_100128087_100128650	2	2
chr12_100137937_100138857	2	2
chr12_100141062_100141781	2	2
chr12_100142824_100143384	13	4
chr12_100200521_100201131	10	2
chr12_100266894_100267430	12	4
chr12_100567063_100567635	2	6
chr12_100573277_100573842	4	2
chr12_100576590_100577136	8	4
chr12_100650371_100651825	2	2
chr12_100655600_100656365	2	2
chr12_100924401_100924944	2	2
chr12_101091048_101091728	2	2
chr12_101135754_101136494	1	2
chr12_101357334_101358147	2	2
chr12_101407252_101407997	2	2
chr12_101459571_101460348	2	2
chr12_101620496_101621116	2	2
chr12_101750105_101750635	2	2
chr12_101763282_101763803	12	2
chr12_101830748_101831249	6	8
chr12_101876911_101877560	8	4
chr12_101880064_101880573	2	1
chr12_101902100_101903082	2	2
chr12_101925341_101925857	7	4
chr12_101941198_101942047	2	2
chr12_102061847_102062375	4	2
chr12_102215623_102216452	1	2
chr12_102261357_102262204	2	1
chr12_102279848_102280396	2	2
chr12_102484322_102484857	4	2
chr12_102504862_102505366	4	4
chr12_102525141_102525936	2	2
chr12_102531004_102531617	2	1
chr12_102853868_102854746	2	2
chr12_102892602_102893198	1	2
chr12_103673586_103674165	2	2
chr12_103695774_103696502	2	2
chr12_103698532_103699271	6	2
chr12_103806753_103807395	5	2
chr12_103840323_103840866	1	1
chr12_103928253_103929028	1	2
chr12_103929721_103930658	13	4
chr12_103965554_103966174	8	2
chr12_104063871_104064773	4	3
chr12_104177417_104178073	4	4
chr12_104457162_104457743	1	1
chr12_104457791_104458325	1	2
chr12_104460366_104461061	2	3
chr12_104555098_104555947	2	2
chr12_104603965_104604538	6	2
chr12_104637741_104638719	2	2
chr12_104643117_104644137	4	4
chr12_104648867_104649694	4	2
chr12_104671105_104672124	9	2
chr12_104673636_104674169	6	2
chr12_104749535_104750512	4	1
chr12_104763093_104763649	4	2
chr12_104767668_104768220	2	2
chr12_104780293_104781150	2	2
chr12_104786314_104787186	2	2
chr12_104958190_104958905	6	4
chr12_104974562_104975145	2	2
chr12_104997583_104998212	2	2
chr12_105083480_105084013	2	2
chr12_105084119_105084784	2	2
chr12_105107295_105107945	11	2
chr12_105217327_105217941	2	2
chr12_105228471_105228979	2	2
chr12_105235578_105236435	4	4
chr12_105285374_105286144	2	2
chr12_105357892_105358572	2	2
chr12_105466032_105466912	2	2
chr12_106149045_106149839	2	4
chr12_106242453_106243363	2	2
chr12_106288304_106288883	3	2
chr12_106357612_106358277	6	4
chr12_106740684_106741236	2	1
chr12_106774008_106774520	10	5
chr12_106955557_106956128	7	2
chr12_106986604_106987322	7	2
chr12_107093119_107094193	5	2
chr12_107277778_107278283	3	2
chr12_107318152_107318676	2	1
chr12_107328726_107329987	1	2
chr12_107352138_107352665	2	2
chr12_107511088_107512029	2	2
chr12_107539361_107539938	2	2
chr12_107692234_107693093	2	2
chr12_107760879_107761558	5	2
chr12_108094924_108095509	4	2
chr12_108305441_108305943	1	2
chr12_108319810_108320381	2	2
chr12_108332972_108333481	8	2
chr12_108335595_108336132	2	2
chr12_108367296_108367972	4	2
chr12_108633568_108634088	6	6
chr12_108638286_108638840	2	4
chr12_108690983_108691941	4	1
chr12_108712365_108712888	3	2
chr12_108723306_108723987	5	2
chr12_108731542_108732426	9	6
chr12_108757010_108758291	2	2
chr12_108857413_108858051	2	4
chr12_108884425_108885035	2	2
chr12_108907851_108908374	2	2
chr12_109097887_109098420	2	3
chr12_109111076_109111629	12	2
chr12_109154314_109154993	2	2
chr12_109358421_109358961	2	4
chr12_109369764_109370650	2	2
chr12_109387290_109387854	2	2
chr12_109467845_109468376	4	1
chr12_109573370_109574165	7	2
chr12_109713356_109714063	2	1
chr12_109827983_109828557	16	4
chr12_109845094_109845699	3	2
chr12_109899991_109900498	4	2
chr12_109946442_109947316	1	2
chr12_109962759_109963737	2	2
chr12_110077519_110078489	2	2
chr12_110123688_110124473	3	2
chr12_110280951_110281574	15	2
chr12_110349576_110350123	2	1
chr12_110468983_110469583	2	2
chr12_110501326_110502447	9	2
chr12_110668265_110669112	2	1
chr12_110698166_110698969	8	1
chr12_111170416_111170941	2	2
chr12_111174315_111175017	2	2
chr12_111227749_111228530	2	2
chr12_111314822_111315394	2	2
chr12_111369459_111370065	2	2
chr12_111402927_111403682	3	2
chr12_111404783_111405306	5	2
chr12_111405375_111405944	18	4
chr12_111432894_111433499	1	2
chr12_111444810_111445349	14	2
chr12_111650817_111651361	2	2
chr12_111685751_111686311	3	2
chr12_111834503_111835356	4	3
chr12_112000559_112001162	2	2
chr12_112014487_112015042	6	2
chr12_112116531_112117432	2	2
chr12_112125204_112125753	6	7
chr12_112141723_112142487	4	2
chr12_112409082_112409931	2	2
chr12_112828174_112829003	1	2
chr12_112866794_112867353	2	2
chr12_112992709_112993231	2	2
chr12_113040649_113041275	6	6
chr12_113152852_113153614	2	2
chr12_113185196_113185839	5	2
chr12_113191215_113191990	4	2
chr12_113208170_113209091	7	2
chr12_113220997_113221562	8	8
chr12_113223029_113223600	4	2
chr12_113232906_113233462	8	4
chr12_113246978_113247495	4	2
chr12_113277836_113278612	1	2
chr12_113358328_113358928	8	2
chr12_113415917_113416656	7	1
chr12_113418038_113418683	8	4
chr12_113421860_113422648	4	2
chr12_113449310_113450221	2	2
chr12_113658384_113658896	2	2
chr12_113684706_113685480	2	2
chr12_113966091_113966699	4	2
chr12_114400586_114401461	2	2
chr12_114806462_114806989	12	4
chr12_114840120_114841149	2	1
chr12_115089957_115090556	1	2
chr12_115212730_115213515	2	2
chr12_115270350_115271088	2	2
chr12_115432529_115433215	2	2
chr12_115500751_115501277	2	2
chr12_115759409_115760136	2	2
chr12_115891734_115892644	2	1
chr12_115945043_115945578	2	2
chr12_116123374_116124014	3	2
chr12_116284044_116284824	2	2
chr12_116441193_116441809	12	2
chr12_116487708_116488700	1	2
chr12_116637508_116638080	2	2
chr12_116737819_116738461	8	4
chr12_116818720_116819793	6	3
chr12_116857875_116858431	4	4
chr12_116885338_116885858	2	2
chr12_117046146_117046957	2	2
chr12_117070106_117070633	4	3
chr12_117100898_117101543	2	2
chr12_117121381_117122327	2	2
chr12_117337203_117337851	2	1
chr12_117611179_117612096	2	2
chr12_118033768_118034481	2	2
chr12_118135744_118136878	4	2
chr12_118176021_118176620	2	2
chr12_118199371_118200430	2	1
chr12_118236974_118237493	2	2
chr12_118371476_118372213	2	1
chr12_118372269_118372780	2	1
chr12_118372784_118373329	4	4
chr12_118398486_118399001	1	1
